"","iccstatus","astatus","bstatus","cstatus","iccstatus.newer","astatus.new","bstatus.new","cstatus.new","noacc.new","ab_accred","abc_accred","comp","nocomp","punish","nopunish","year","iso3numeric","cname","ht_region","west","ciri_wopol","ciri_wecon","ciri_physint","nhri","cum.nhri","iccprrat","cedawrat","ciri_int.lead","ciri_empinx_new","ciri_civ.lead","p_polity2","latentmean","interstateconflict","internalconflict","wdi_gdppccon","wdi_trade","wdi_pop.1000","INGO_final","p_durable","LJI","coldwar","unworldconference","lead.ciri_wopol","lead.ciri_wecon","leadinternalconflict","leadinterstateconflict","nhri2","eighties","nineties","naughts","tens","logpop","loggdp","logingo","treatment","regions","astatus.old","bstatus.old","cstatus.old","leadconflict","wop_dum","wec_dum","wop_red","leadwop_dum","leadwec_dum","leadwop_red","leadwec_red","wec_red","womsam","leadwomsam","yearcount"
"1","No NHRI",0,0,0,"No NHRI",0,0,0,0,0,0,0,0,0,0,1981,8,"Albania",1,0,2,1,1,0,0,0,0,2,0,0,-9,-1.06002989474847,0,0,1858.23230911289,44.497605577662,2726.056,48,34,0.0377,1,0,"2",1,0,0,0,1,0,0,0,7.9106111549655,7.52738094337329,3.89182029811063,TRUE,"Eastern Europe",0,0,0,0,1,0,1,1,0,"1","0","0",3,3,1
"2","No NHRI",0,0,0,"No NHRI",0,0,0,0,0,0,0,0,0,0,1982,8,"Albania",1,0,2,1,2,0,0,0,0,2,0,0,-9,-1.05379141458134,0,0,1873.02086646355,43.2525386847195,2784.278,67,35,0.0384,1,0,"2",1,0,0,0,1,0,0,0,7.93174387279084,7.53530784304597,4.21950770517611,TRUE,"Eastern Europe",0,0,0,0,1,0,1,1,0,"1","0","0",3,3,2
"3","No NHRI",0,0,0,"No NHRI",0,0,0,0,0,0,0,0,0,0,1983,8,"Albania",1,0,2,1,2,0,0,0,0,1,0,1,-9,-1.02425055367188,0,0,1853.97594968028,39.00562196255,2843.96,68,36,0.0423,1,0,"2",1,0,0,0,1,0,0,0,7.95295272612661,7.52508777391668,4.23410650459726,TRUE,"Eastern Europe",0,0,0,0,1,0,1,1,0,"1","0","0",3,3,3
"4","No NHRI",0,0,0,"No NHRI",0,0,0,0,0,0,0,0,0,0,1990,8,"Albania",1,0,2,1,3,0,0,0,0,4,2,10,1,-0.419963795583798,0,0,1654.57547619886,38.0657831094828,3286.542,71,0,0.2294,1,0,"1",1,0,0,0,0,1,0,0,8.09759122717469,7.41129974505725,4.27666611901606,TRUE,"Eastern Europe",0,0,0,0,1,0,1,0,0,"0","0","0",3,2,10
"5","No NHRI",0,0,0,"No NHRI",0,0,0,0,0,0,0,0,0,0,1991,8,"Albania",1,0,1,1,4,0,0,1,0,6,10,9,1,-0.0640000187037925,0,0,1172.04713833028,34.8163862743792,3266.79,73,0,0.2856,0,0,"2",1,0,0,0,0,1,0,0,8.09156313037989,7.06650718974647,4.30406509320417,TRUE,"Eastern Europe",0,0,0,0,0,0,0,1,0,"1","0","0",2,3,11
"6","No NHRI",0,0,0,"No NHRI",0,0,0,0,0,0,0,0,0,0,1992,8,"Albania",1,0,2,1,6,0,0,1,0,6,9,8,5,0.291740458851376,0,0,1094.27573146754,100.002686541879,3247.039,88,0,0.3259,0,0,"2",1,0,0,0,0,1,0,0,8.08549878311787,6.99784799095792,4.48863636973214,TRUE,"Eastern Europe",0,0,0,0,1,0,1,1,0,"1","0","0",3,3,12
"7","No NHRI",0,0,0,"No NHRI",0,0,0,0,0,0,0,0,0,0,1993,8,"Albania",1,0,2,1,6,0,0,1,0,7,8,12,5,0.390317690127343,0,0,1206.66645111762,77.7150689060593,3227.287,134,1,0.353,0,0,"2",1,0,0,0,0,1,0,0,8.07939712519057,7.09561683751988,4.90527477843843,TRUE,"Eastern Europe",0,0,0,0,1,0,1,1,0,"1","0","0",3,3,13
"8","No NHRI",0,0,0,"No NHRI",0,0,0,0,0,0,0,0,0,0,1994,8,"Albania",1,0,2,1,7,0,0,1,1,4,12,11,5,0.34099289172629,0,0,1314.86675249658,50.3020121386065,3207.536,179,2,0.3667,0,0,"2",1,0,0,0,0,1,0,0,8.07325832012127,7.18149061057781,5.19295685089021,TRUE,"Eastern Europe",0,0,0,0,1,0,1,1,0,"1","0","0",3,3,14
"9","No NHRI",0,0,0,"No NHRI",0,0,0,0,0,0,0,0,0,0,1995,8,"Albania",1,0,2,1,4,0,0,1,1,4,11,9,5,0.120011533396077,0,0,1498.97471355961,46.9874219923069,3187.784,216,3,0.3644,0,1,"2",1,0,0,0,0,1,0,0,8.0670812835369,7.31253662908748,5.37989735354046,TRUE,"Eastern Europe",0,0,0,0,1,0,1,1,0,"1","0","0",3,3,15
"10","No NHRI",0,0,0,"No NHRI",0,0,0,0,0,0,0,0,0,0,1996,8,"Albania",1,0,2,1,4,0,0,1,1,4,9,10,0,-0.0408102306662449,0,0,1645.57714539093,43.2202029493193,3168.033,257,0,0.3609,0,0,"2",1,0,0,0,0,1,0,0,8.06086616954673,7.40584644992858,5.55295958492162,TRUE,"Eastern Europe",0,0,0,0,1,0,1,1,0,"1","0","0",3,3,16
"11","No NHRI",0,0,0,"No NHRI",0,0,0,0,0,0,0,0,0,0,1997,8,"Albania",1,0,2,1,4,0,0,1,1,5,10,12,5,-0.209282026746406,0,0,1476.43713431722,43.9356497363814,3148.281,299,0,0.3578,0,0,"2",1,0,0,0,0,1,0,0,8.05461186857773,7.2973871227748,5.7037824746562,TRUE,"Eastern Europe",0,0,0,0,1,0,1,1,0,"1","0","0",3,3,17
"12","No NHRI",0,0,0,"No NHRI",0,0,0,0,0,0,0,0,0,0,1998,8,"Albania",1,0,2,1,5,0,0,1,1,5,12,12,5,0.00968933626481897,0,0,1619.60792220271,45.4813408338561,3128.53,348,1,0.3626,0,0,"2",1,0,0,0,0,1,0,0,8.04831852465247,7.3899393756024,5.85507192220243,TRUE,"Eastern Europe",0,0,0,0,1,0,1,1,0,"1","0","0",3,3,18
"13","No Accreditation",0,0,0,"No Accreditation",0,0,0,1,0,0,1,0,0,1,1999,8,"Albania",1,0,2,1,5,1,1,1,1,3,12,9,5,0.0368893761679319,0,0,1849.95369371227,48.0297480000861,3108.778,365,2,0.3643,0,0,"2",1,0,0,1,0,1,0,0,8.0419850019126,7.5229158873333,5.90263333340137,TRUE,"Eastern Europe",0,0,0,0,1,0,1,1,0,"1","0","0",3,3,19
"14","No Accreditation",0,0,0,"No Accreditation",0,0,0,1,0,0,1,0,0,1,2000,8,"Albania",1,0,2,1,3,1,2,1,1,6,9,11,5,0.131476450221997,0,0,1985.90010577915,55.9204287258909,3089.027,428,3,0.3688,0,0,"2",1,0,0,4,0,0,1,0,8.03561143357316,7.59382754413521,6.06145691892802,TRUE,"Eastern Europe",0,0,0,0,1,0,1,1,0,"1","0","0",3,3,20
"15","No Accreditation",0,0,0,"No Accreditation",0,0,0,1,0,0,1,0,0,1,2001,8,"Albania",1,0,2,1,6,1,3,1,1,6,11,12,5,0.286946819102279,0,0,2163.79877913462,57.4303612455344,3060.173,450,4,0.3774,0,0,"2",1,0,0,9,0,0,1,0,8.02622672929604,7.67962065003047,6.11146733950268,TRUE,"Eastern Europe",0,0,0,0,1,0,1,1,0,"1","0","0",3,3,21
"16","No Accreditation",0,0,0,"No Accreditation",0,0,0,1,0,0,1,0,0,1,2002,8,"Albania",1,0,2,1,6,1,4,1,1,5,12,10,7,0.325554077488208,0,0,2262.13057482177,63.9342407395705,3051.01,484,5,0.3915,0,0,"2",2,0,0,16,0,0,1,0,8.0232279623252,7.72406238039542,6.18414889093748,TRUE,"Eastern Europe",0,0,0,0,1,0,1,1,1,"1","1","0",3,4,22
"17","No Accreditation",0,0,0,"No Accreditation",0,0,0,1,0,0,1,0,0,1,2003,8,"Albania",1,0,2,2,5,1,5,1,1,6,10,11,7,0.545198294487745,0,0,2401.70363494123,65.4406219448195,3039.616,515,6,0.407,0,0,"2",1,0,0,25,0,0,1,0,8.01948647063228,7.78393361240536,6.24610676548156,TRUE,"Eastern Europe",0,0,0,0,1,1,1,1,0,"1","0","1",4,3,23
"18","A(R)",1,0,0,"A(R)",1,0,0,0,1,1,1,0,0,1,2004,8,"Albania",1,0,2,1,6,1,6,1,1,7,11,10,7,0.659188632722241,0,0,2549.46303456017,66.3578254365494,3026.939,528,7,0.4225,0,0,"2",1,0,0,36,0,0,1,0,8.01530715685302,7.84363804129622,6.2709884318583,TRUE,"Eastern Europe",1,0,0,0,1,0,1,1,0,"1","0","0",3,3,24
"19","A",1,0,0,"A",1,0,0,0,1,1,1,0,0,1,2005,8,"Albania",1,0,2,1,7,1,7,1,1,6,10,11,9,0.789913485154149,0,0,2709.14293056201,70.2953012030648,3011.487,531,8,0.4412,0,0,"2",1,0,0,49,0,0,1,0,8.0101892556888,7.9043876020672,6.27664348934164,TRUE,"Eastern Europe",1,0,0,0,1,0,1,1,0,"1","0","0",3,3,25
"20","A",1,0,0,"A",1,0,0,0,1,1,1,0,0,1,2006,8,"Albania",1,0,2,1,6,1,8,1,1,7,11,10,9,0.933491554608909,0,0,2874.35436644171,73.4550491645428,2992.547,545,9,0.4587,0,0,"2",2,0,0,64,0,0,1,0,8.00388014324029,7.96358335981805,6.30261897574491,TRUE,"Eastern Europe",1,0,0,0,1,0,1,1,1,"1","1","0",3,4,26
"21","A",1,0,0,"A",1,0,0,0,1,1,1,0,0,1,2007,8,"Albania",1,0,2,2,7,1,9,1,1,7,10,12,9,1.07310711577488,0,0,3067.03204994103,82.8724226346172,2970.017,550,10,0.483,0,0,"2",0,0,0,81,0,0,1,0,7.99632295568609,8.02846561399152,6.31173480915291,TRUE,"Eastern Europe",1,0,0,0,1,1,1,1,0,"1","0","1",4,2,27
"22","A",1,0,0,"A",1,0,0,0,1,1,1,0,0,1,2008,8,"Albania",1,0,2,0,7,1,10,1,1,7,12,11,9,1.23847263477567,0,0,3323.38372112992,86.0273722737874,2947.314,564,11,0.5055,0,0,"2",1,0,0,100,0,0,1,0,7.98864952609466,8.10873873599729,6.33682573114644,TRUE,"Eastern Europe",1,0,0,0,1,0,1,1,0,"1","0","0",2,3,28
"23","A",1,0,0,"A",1,0,0,0,1,1,1,0,0,1,2009,8,"Albania",1,0,2,1,7,1,11,1,1,7,11,11,9,1.28724547420834,0,0,3457.94159611205,83.3595626255912,2927.519,576,12,0.5304,0,0,"2",1,0,0,121,0,0,1,0,7.98191058563015,8.14842877660149,6.3578422665081,TRUE,"Eastern Europe",1,0,0,0,1,0,1,1,0,"1","0","0",3,3,29
"24","A",1,0,0,"A",1,0,0,0,1,1,1,0,0,1,2010,8,"Albania",1,0,2,1,7,1,12,1,1,6,11,9,9,1.26927928541991,0,0,3604.07977225379,85.4645603337825,2913.021,591,13,0.5611,0,0,"2",1,0,0,144,0,0,0,1,7.97694596599627,8.18982175284891,6.38350663488401,TRUE,"Eastern Europe",1,0,0,0,1,0,1,1,0,"1","0","0",3,3,30
"25","No NHRI",0,0,0,"No NHRI",0,0,0,0,0,0,0,0,0,0,1984,12,"Algeria",3,0,1,1,5,0,0,0,0,7,4,2,-9,0.33634770532218,0,0,2831.23390637598,53.1763836889134,21893.857,397,22,0.167,1,0,"1",1,0,0,0,1,0,0,0,9.99396137417336,7.94846790493297,5.98645200528444,TRUE,"Africa",0,0,0,0,0,0,0,0,0,"0","0","0",2,2,4
"26","No NHRI",0,0,0,"No NHRI",0,0,0,0,0,0,0,0,0,0,1985,12,"Algeria",3,0,1,1,7,0,0,0,0,6,2,3,-9,0.322730400629559,0,0,2848.55073846642,50.3261206307911,22565.908,397,23,0.1805,1,1,"1",1,0,0,0,1,0,0,0,10.0241955507602,7.95456563110741,5.98645200528444,TRUE,"Africa",0,0,0,0,0,0,0,0,0,"0","0","0",2,2,5
"27","No NHRI",0,0,0,"No NHRI",0,0,0,0,0,0,0,0,0,0,1986,12,"Algeria",3,0,1,1,6,0,0,0,0,5,3,5,-9,0.126689975981516,0,0,2776.83785852559,36.026710569926,23241.276,417,24,0.1941,1,0,"1",1,0,0,0,1,0,0,0,10.0536851147942,7.92906809832297,6.03548143252476,TRUE,"Africa",0,0,0,0,0,0,0,0,0,"0","0","0",2,2,6
"28","No NHRI",0,0,0,"No NHRI",0,0,0,0,0,0,0,0,0,0,1987,12,"Algeria",3,0,1,1,5,0,0,0,0,4,5,3,-9,-0.0665070583530946,0,0,2679.39599056363,32.6845844686128,23917.889,437,25,0.2064,1,0,"1",1,0,0,0,1,0,0,0,10.0823819516617,7.89334667144841,6.08221891037645,TRUE,"Africa",0,0,0,0,0,0,0,0,0,"0","0","0",2,2,7
"29","No NHRI",0,0,0,"No NHRI",0,0,0,0,0,0,0,0,0,0,1990,12,"Algeria",3,0,1,1,5,0,0,1,0,4,6,4,-2,-0.206369139476267,0,0,2576.61141356481,48.3807136815584,25912.364,528,1,0.2378,1,0,"1",1,1,0,0,0,1,0,0,10.162475508298,7.85423040904753,6.2709884318583,TRUE,"Africa",0,0,0,1,0,0,0,0,0,"0","0","0",2,2,10
"30","No NHRI",0,0,0,"No NHRI",0,0,0,0,0,0,0,0,0,0,1991,12,"Algeria",3,0,1,1,4,0,0,1,0,2,4,3,-2,-0.588629693570438,0,1,2484.15346916801,52.7175867077307,26554.277,568,2,0.2297,0,0,"2",1,1,0,0,0,1,0,0,10.1869461059748,7.81768722422378,6.34388043412633,TRUE,"Africa",0,0,0,1,0,0,0,1,0,"1","0","0",2,3,11
"31","No NHRI",0,0,0,"No NHRI",0,0,0,0,0,0,0,0,0,0,1992,12,"Algeria",3,0,2,1,2,0,0,1,0,2,3,6,-7,-1.07701796838515,0,1,2470.56635927514,49.1890842360411,27180.921,589,0,0.2114,0,0,"1",1,1,0,0,0,1,0,0,10.2102705723408,7.81220269859098,6.38012253689976,TRUE,"Africa",0,0,0,1,1,0,1,0,0,"0","0","0",3,2,12
"32","No NHRI",0,0,0,"No NHRI",0,0,0,0,0,0,0,0,0,0,1993,12,"Algeria",3,0,1,1,2,0,0,1,0,2,6,4,-7,-1.43936972480984,0,1,2366.01616980831,44.9228133698634,27785.977,612,1,0.2014,0,0,"2",1,1,0,0,0,1,0,0,10.2322867479535,7.76896287875349,6.41836493593621,TRUE,"Africa",0,0,0,1,0,0,0,1,0,"1","0","0",2,3,13
"33","No NHRI",0,0,0,"No NHRI",0,0,0,0,0,0,0,0,0,0,1994,12,"Algeria",3,0,2,1,2,0,0,1,0,0,4,3,-7,-1.6660063140071,0,1,2297.10034737625,48.5844377877809,28362.015,624,2,0.201,0,0,"2",1,1,0,0,0,1,0,0,10.2528060288978,7.739402888011,6.4377516497364,TRUE,"Africa",0,0,0,1,1,0,1,1,0,"1","0","0",3,3,14
"34","No NHRI",0,0,0,"No NHRI",0,0,0,0,0,0,0,0,0,0,1995,12,"Algeria",3,0,2,1,0,0,0,1,0,3,3,6,-3,-1.81098646832313,0,1,2339.65555659553,55.1910052081435,28904.3,623,0,0.2142,0,1,"2",1,1,0,0,0,1,0,0,10.2717456519599,7.75775899948095,6.43615036836943,TRUE,"Africa",0,0,0,1,1,0,1,1,0,"1","0","0",3,3,15
"35","No NHRI",0,0,0,"No NHRI",0,0,0,0,0,0,0,0,0,0,1996,12,"Algeria",3,0,2,1,3,0,0,1,1,0,6,6,-3,-1.7215541942125,0,1,2393.55231817484,53.7051478767794,29411.839,646,1,0.224,0,0,"2",1,1,0,0,0,1,0,0,10.2891525593449,7.78053386703313,6.4723462945009,TRUE,"Africa",0,0,0,1,1,0,1,1,0,"1","0","0",3,3,16
"36","No NHRI",0,0,0,"No NHRI",0,0,0,0,0,0,0,0,0,0,1997,12,"Algeria",3,0,2,1,0,0,0,1,1,4,6,4,-3,-1.77221259474856,0,1,2381.35157349971,52.2439115059386,29887.717,655,2,0.2343,0,0,"2",1,1,0,0,0,1,0,0,10.3052028723007,7.77542349350323,6.48616078894409,TRUE,"Africa",0,0,0,1,1,0,1,1,0,"1","0","0",3,3,17
"37","No NHRI",0,0,0,"No NHRI",0,0,0,0,0,0,0,0,0,0,1998,12,"Algeria",3,0,2,1,4,0,0,1,1,0,4,6,-3,-1.56817965400574,0,1,2465.74452389133,45.0944505585079,30336.88,675,3,0.2433,0,0,"2",1,1,0,0,0,1,0,0,10.3201194130728,7.81024907896226,6.51619307604296,TRUE,"Africa",0,0,0,1,1,0,1,1,0,"1","0","0",3,3,18
"38","No NHRI",0,0,0,"No NHRI",0,0,0,0,0,0,0,0,0,0,1999,12,"Algeria",3,0,2,1,0,0,0,1,1,4,6,7,-3,-1.57233778061676,0,1,2509.11103935417,50.4927869122952,30766.551,666,4,0.2537,0,0,"2",1,1,0,0,0,1,0,0,10.3341833723358,7.8276838018057,6.50279004591562,TRUE,"Africa",0,0,0,1,1,0,1,1,0,"1","0","0",3,3,19
"39","A(R)",1,0,0,"A(R)",1,0,0,0,1,1,1,0,1,0,2000,12,"Algeria",3,0,2,1,4,1,1,1,1,4,7,7,-3,-1.2070381757502,0,1,2530.01173023828,62.5295917264109,31183.658,680,5,0.269,0,0,"2",1,1,0,1,0,0,1,0,10.3476494545246,7.83597921816864,6.52356230614951,TRUE,"Africa",1,0,0,1,1,0,1,1,0,"1","0","0",3,3,20
"40","A(R)",1,0,0,"A(R)",1,0,0,0,1,1,1,0,1,0,2001,12,"Algeria",3,0,2,1,4,1,2,1,1,2,7,6,-3,-1.10240756908985,0,1,2612.63805135048,58.7061628419642,31590.32,683,6,0.2816,0,0,"2",1,1,0,4,0,0,1,0,10.3606060235327,7.86811573749914,6.52795791762255,TRUE,"Africa",1,0,0,1,1,0,1,1,0,"1","0","0",3,3,21
"41","A(R)",1,0,0,"A(R)",1,0,0,0,1,1,1,0,1,0,2002,12,"Algeria",3,0,2,1,2,1,3,1,1,1,6,4,-3,-1.10859527734381,0,1,2724.44281800692,61.1341673923829,31990.387,684,7,0.2904,0,0,"2",1,1,0,9,0,0,1,0,10.3731907304009,7.91001921573423,6.52941883826223,TRUE,"Africa",1,0,0,1,1,0,1,1,0,"1","0","0",3,3,22
"42","A(R)",1,0,0,"A(R)",1,0,0,0,1,1,1,0,1,0,2003,12,"Algeria",3,0,2,1,1,1,4,1,1,5,4,4,-3,-1.11911110117857,0,1,2884.13457269635,62.1247718461082,32394.886,728,8,0.2998,0,0,"1",1,0,0,16,0,0,1,0,10.3857558498163,7.9669801591388,6.59167373200866,TRUE,"Africa",1,0,0,0,1,0,1,0,0,"0","0","0",3,2,23
"43","A",1,0,0,"A",1,0,0,0,1,1,1,0,1,0,2004,12,"Algeria",3,0,1,1,5,1,5,1,1,5,4,3,2,-0.807340271325446,0,0,2969.4391513547,65.701425051829,32817.225,724,0,0.3165,0,0,"2",1,1,0,25,0,0,1,0,10.398708808967,7.99612837603691,6.58617165485467,TRUE,"Africa",1,0,0,1,0,0,0,1,0,"1","0","0",2,3,24
"44","A",1,0,0,"A",1,0,0,0,1,1,1,0,1,0,2005,12,"Algeria",3,0,2,1,5,1,6,1,1,1,3,5,2,-0.68275778952207,0,1,3102.03738422673,71.2785971893832,33267.887,725,1,0.3277,0,0,"2",1,1,0,36,0,0,1,0,10.4123478563254,8.03981439531658,6.5875500148248,TRUE,"Africa",1,0,0,1,1,0,1,1,0,"1","0","0",3,3,25
"45","A",1,0,0,"A",1,0,0,0,1,1,1,0,1,0,2006,12,"Algeria",3,0,2,1,1,1,7,1,1,4,5,5,2,-0.678472551545599,0,1,3109.76855783233,70.730014099169,33749.328,745,2,0.3401,0,0,"2",1,1,0,49,0,0,1,0,10.4267157849913,8.04230358370064,6.61472560020376,TRUE,"Africa",1,0,0,1,1,0,1,1,0,"1","0","0",3,3,26
"46","A",1,0,0,"A",1,0,0,0,1,1,1,0,1,0,2007,12,"Algeria",3,0,2,1,4,1,8,1,1,5,5,3,2,-0.262278858201715,0,1,3167.388923095,71.938125967188,34261.971,740,3,0.3557,0,0,"2",2,1,0,64,0,0,1,0,10.4417913008713,8.06066284389138,6.60800062529609,TRUE,"Africa",1,0,0,1,1,0,1,1,1,"1","1","0",3,4,27
"47","A",1,0,0,"A",1,0,0,0,1,1,1,0,1,0,2008,12,"Algeria",3,0,2,2,5,1,9,1,1,6,3,3,2,0.140072322335485,0,1,3179.77706961969,76.6845216371483,34811.059,746,4,0.3676,0,0,"2",1,1,0,81,0,0,1,0,10.4576904026352,8.06456636942365,6.61606518513282,TRUE,"Africa",1,0,0,1,1,1,1,1,0,"1","0","1",4,3,28
"48","A",1,0,0,"A",1,0,0,0,1,1,1,0,1,0,2009,12,"Algeria",3,0,2,1,6,1,10,1,1,5,3,3,2,0.44606288818101,0,1,3176.74465530786,71.3243284003302,35401.79,731,5,0.3779,0,0,"2",2,1,0,100,0,0,1,0,10.4745176628153,8.06361225814296,6.59578051396131,TRUE,"Africa",1,0,0,1,1,0,1,1,1,"1","1","0",3,4,29
"49","B",1,0,0,"A",1,0,0,0,1,1,1,0,1,0,2010,12,"Algeria",3,0,2,2,5,1,11,1,1,4,3,3,2,0.400028405676686,0,1,3233.17713758566,69.8666618454996,36036.159,756,6,0.3877,0,0,"2",1,1,0,121,0,0,0,1,10.492278130016,8.0812205666933,6.62936325343745,TRUE,"Africa",1,0,0,1,1,1,1,1,0,"1","0","1",4,3,30
"50","No NHRI",0,0,0,"No NHRI",0,0,0,0,0,0,0,0,0,0,1992,31,"Azerbaijan",1,0,1,1,4,0,0,1,0,3,6,4,1,-0.927349028034889,0,0,1243.90973651529,140.799983402834,7382,1,0,0.166,0,0,"2",2,1,0,0,0,1,0,0,8.90679988358994,7.12601471159528,0.693147180559945,TRUE,"Eastern Europe",0,0,0,1,0,0,0,1,1,"1","1","0",2,4,12
"51","No NHRI",0,0,0,"No NHRI",0,0,0,0,0,0,0,0,0,0,1993,31,"Azerbaijan",1,0,2,2,3,0,0,1,0,3,4,4,-3,-0.86869115311869,0,1,942.144708404829,133.420761131129,7495,29,0,0.1435,0,0,"2",1,1,0,0,0,1,0,0,8.9219914105367,6.84815888104244,3.40119738166216,TRUE,"Eastern Europe",0,0,0,1,1,1,1,1,0,"1","0","1",4,3,13
"52","No NHRI",0,0,0,"No NHRI",0,0,0,0,0,0,0,0,0,0,1994,31,"Azerbaijan",1,0,2,1,3,0,0,1,0,4,4,5,-3,-0.683738769322719,0,1,746.384598396977,55.3526580466289,7597,64,0,0.1303,0,0,"2",1,1,0,0,0,1,0,0,8.93550871150322,6.61524101480386,4.17438726989564,TRUE,"Eastern Europe",0,0,0,1,1,0,1,1,0,"1","0","0",3,3,14
"53","No NHRI",0,0,0,"No NHRI",0,0,0,0,0,0,0,0,0,0,1995,31,"Azerbaijan",1,0,2,1,4,0,0,1,1,3,5,4,-6,-0.479267483806227,0,1,650.772967512164,69.4108913675134,7685,92,0,0.1111,0,1,"2",1,0,0,0,0,1,0,0,8.9470256559727,6.47816083716222,4.53259949315326,TRUE,"Eastern Europe",0,0,0,0,1,0,1,1,0,"1","0","0",3,3,15
"54","No NHRI",0,0,0,"No NHRI",0,0,0,0,0,0,0,0,0,0,1996,31,"Azerbaijan",1,0,2,1,3,0,0,1,1,3,4,7,-6,-0.304488600029702,0,0,652.60926686085,85.0633599742374,7763,124,1,0.1005,0,0,"2",1,0,0,0,0,1,0,0,8.95712413640568,6.48097858396777,4.8283137373023,TRUE,"Eastern Europe",0,0,0,0,1,0,1,1,0,"1","0","0",3,3,16
"55","No NHRI",0,0,0,"No NHRI",0,0,0,0,0,0,0,0,0,0,1997,31,"Azerbaijan",1,0,2,1,3,0,0,1,1,4,7,4,-6,-0.112843612896821,0,0,683.831939275204,82.046246691237,7838.25,150,2,0.0942,0,0,"2",1,0,0,0,0,1,0,0,8.96677087414272,6.52771218461864,5.01727983681492,TRUE,"Eastern Europe",0,0,0,0,1,0,1,1,0,"1","0","0",3,3,17
"56","A",0,0,0,"No Accreditation",0,0,0,0,0,0,1,0,0,1,1998,31,"Azerbaijan",1,0,2,1,4,1,1,1,1,5,4,6,-7,0.173443888270962,0,0,745.109349518191,77.2335799943033,7913,175,3,0.0915,0,0,"2",1,0,0,1,0,1,0,0,8.97626225560919,6.61353098548551,5.17048399503815,TRUE,"Eastern Europe",0,0,0,0,1,0,1,1,0,"1","0","0",3,3,18
"57","A",0,0,0,"No Accreditation",0,0,0,0,0,0,1,0,0,1,1999,31,"Azerbaijan",1,0,2,1,5,1,2,1,1,4,6,4,-7,0.305656626502681,0,0,793.255211293822,69.861221484048,7982.75,192,4,0.0933,0,0,"2",1,0,0,4,0,1,0,0,8.98503824260776,6.67614499998956,5.26269018890489,TRUE,"Eastern Europe",0,0,0,0,1,0,1,1,0,"1","0","0",3,3,19
"58","A",0,0,0,"No Accreditation",0,0,0,0,0,0,1,0,0,1,2000,31,"Azerbaijan",1,0,2,1,4,1,3,1,1,5,4,6,-7,0.239243533923362,0,0,874.096082908875,77.419454865306,8048.6,243,5,0.097,0,0,"2",1,0,0,9,0,0,1,0,8.9932534422445,6.77319030429151,5.4971682252932,TRUE,"Eastern Europe",0,0,0,0,1,0,1,1,0,"1","0","0",3,3,20
"59","A",0,0,0,"No Accreditation",0,0,0,0,0,0,1,0,0,1,2001,31,"Azerbaijan",1,0,2,1,5,1,4,1,1,4,6,5,-7,0.342549098604846,0,0,953.217705944559,78.2409718564226,8111.2,267,6,0.0992,0,0,"2",1,0,0,16,0,0,1,0,9.00100110163837,6.85984332031913,5.59098698051086,TRUE,"Eastern Europe",0,0,0,0,1,0,1,1,0,"1","0","0",3,3,21
"60","A",0,0,0,"No Accreditation",0,0,0,0,0,0,1,0,0,1,2002,31,"Azerbaijan",1,0,2,1,4,1,5,1,1,3,5,3,-7,0.218093792503619,0,0,1046.42145107467,92.8174579872131,8171.95,291,7,0.1003,0,0,"2",1,0,0,25,0,0,1,0,9.00846283746554,6.95313148037304,5.67675380226828,TRUE,"Eastern Europe",0,0,0,0,1,0,1,1,0,"1","0","0",3,3,22
"61","A",0,0,0,"No Accreditation",0,0,0,0,0,0,1,0,0,1,2003,31,"Azerbaijan",1,0,2,1,3,1,6,1,1,3,3,4,-7,0.163979221535625,0,0,1154.83778681643,107.561386692787,8234.1,321,8,0.1,0,0,"2",1,0,0,36,0,0,1,0,9.01603934702171,7.05171516877789,5.77455154554441,TRUE,"Eastern Europe",0,0,0,0,1,0,1,1,0,"1","0","0",3,3,23
"62","A",0,0,0,"No Accreditation",0,0,0,0,0,0,1,0,0,1,2004,31,"Azerbaijan",1,0,2,1,3,1,7,1,1,2,4,5,-7,0.0852743470140096,0,0,1261.53890808198,121.503364477217,8306.5,337,9,0.1019,0,0,"2",1,0,0,49,0,0,1,0,9.02479361982653,7.14008761031811,5.82304589548302,TRUE,"Eastern Europe",0,0,0,0,1,0,1,1,0,"1","0","0",3,3,24
"63","A",0,0,0,"No Accreditation",0,0,0,0,0,0,1,0,0,1,2005,31,"Azerbaijan",1,0,2,1,2,1,8,1,1,2,5,4,-7,-0.0555191553353086,0,0,1578.36733030667,115.833445398283,8391.85,349,10,0.103,0,0,"2",1,0,0,64,0,0,1,0,9.03501627575052,7.36414625651312,5.85793315448346,TRUE,"Eastern Europe",0,0,0,0,1,0,1,1,0,"1","0","0",3,3,25
"64","A",0,0,0,"No Accreditation",0,0,0,0,0,0,1,0,0,1,2006,31,"Azerbaijan",1,0,2,1,2,1,9,1,1,2,4,4,-7,0.0785807535729186,0,0,2099.70975064772,105.265616073205,8484.55,374,11,0.1038,0,0,"2",1,0,0,81,0,0,1,0,9.0460021414947,7.64955440018181,5.92692602597041,TRUE,"Eastern Europe",0,0,0,0,1,0,1,1,0,"1","0","0",3,3,26
